TaxId,SciName,Lineage,Accessions,hexHMB32-2.csv,hexNNS19-2.csv,hexNNS09-1.csv,hexHMB21-3.csv,hexHMB31-3.csv,hexNNS09-3.csv,hexHMB31-2.csv,hexHMB06-3.csv,hexHMB25-1.csv,hexNNS15-1.csv,hexHMB18-3.csv,hexHMB06-2.csv,hexHMB31-1.csv,hexHMB21-2.csv,hexNNS06-3.csv,hexHMB14-3.csv,hexHMB21-1.csv,hexNNS03-1.csv,hexNNS15-3.csv,hexNNS06-1.csv,hexNNS09-2.csv,hexNNS22-1.csv,hexNNS06-2.csv,hexNNS16-3.csv,hexNNS16-1.csv,hexHMB01-1.csv,hexNNS12-3.csv,hexNNS03-2.csv,hexHMB18-2.csv,hexHMB06-1.csv,hexHMB14-2.csv,hexHMB32-3.csv,hexHMB32-1.csv,hexNNS12-2.csv,hexHMB25-3.csv,hexHMB01-2.csv,hexNNS03-3.csv,hexNNS22-2.csv,hexHMB25-2.csv,hexNNS19-3.csv,hexNNS12-1.csv,hexHMB01-3.csv,hexNNS22-3.csv,hexHMB14-1.csv,hexNNS19-1.csv,hexNNS15-2.csv,hexNNS16-2.csv,hexHMB18-1.csv,,
1491,Clostridium botulinum,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium,['CP010520'],0.00032882,0.00011276,0.00177719,0.00098397,0.00003300,0.00032883,0.00015490,0.00015543,0.00108366,0.00007045,0.00020374,0.00010417,0.00017621,0.00028917,0.00027257,0.00023166,0.00041017,0.00008652,0.00009181,0.00037946,0.00091397,0.00027035,0.00014222,0.00040577,0.00040056,0.00019405,0.00104853,0.00011771,0.00029923,0.00046802,0.00016402,0.00057200,0.00070384,0.00054125,0.00053046,0.00016645,0.00036458,0.00444231,0.00016911,0.00008090,0.00106493,0.00023006,0.00214410,0.00014619,0.00008797,0.00005352,0.00050986,0.00047481,,
585394,Roseburia hominis A2-183,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia hominis,['CP003040'],0.00431881,0.00508861,0.01085543,0.01520305,0.00305736,0.00571292,0.00285367,0.00745557,0.01458636,0.00273444,0.00767107,0.00353285,0.00288388,0.00570865,0.00611286,0.00506873,0.00833846,0.00634642,0.00395420,0.02289883,0.01098294,0.00467093,0.00673301,0.00791366,0.00924649,0.00443970,0.00827650,0.00614149,0.00432893,0.00377533,0.00726918,0.01132787,0.01006555,0.00782679,0.01771755,0.00834452,0.01380293,0.00258774,0.00607847,0.00436012,0.00936916,0.00550341,0.00625907,0.00381982,0.00475447,0.00214711,0.00951001,0.00248949,,
1496,Clostridioides difficile,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides,['CP013196'],0.00038122,0.00037965,0.00080336,0.00080141,0.00013436,0.00064681,0.00037619,0.00078623,0.00028043,0.00064176,0.00021771,0.00031429,0.00030734,0.00030884,0.00068142,0.00042809,0.00063418,0.00058770,0.00075665,0.00121740,0.00072507,0.00044702,0.00062919,0.00060063,0.00052791,0.00023718,0.00080971,0.00076242,0.00033369,0.00033875,0.00031807,0.00092300,0.00053567,0.00052026,0.00080339,0.00044756,0.00175021,0.00516195,0.00038231,0.00024185,0.00062454,0.00023782,0.00128184,0.00019790,0.00029242,0.00060598,0.00083528,0.00032183,,
657318,[Eubacterium] rectale DSM 17629,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified Lachnospiraceae; [Eubacterium] rectale,['FP929042'],0.02997375,0.02834062,0.01273616,0.01995581,0.00692327,0.02031141,0.01482637,0.01991213,0.01380216,0.00536094,0.00777817,0.00670956,0.01198935,0.00698434,0.02054241,0.02684465,0.00928257,0.04299687,0.01287000,0.07768461,0.01518609,0.02766156,0.03958602,0.01255480,0.01589165,0.00729169,0.01298616,0.00657886,0.01557289,0.01002596,0.02649332,0.05996084,0.04097476,0.01126826,0.03952140,0.01752868,0.01514313,0.02566773,0.00803169,0.01809791,0.01084244,0.01021323,0.02137553,0.01600823,0.02261650,0.00684475,0.01600431,0.00874567,,
299768,Streptococcus thermophilus CNRZ1066,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus thermophilus,['CP000024'],0.00002980,0.00003310,0.00010042,0.00008664,0.00001021,0.00017345,0.00002117,0.00004945,0.00001903,0.00001228,0.00001979,0.00001336,0.00001844,0.00003147,0.00016620,0.00006619,0.00003580,0.00002117,0.00001203,0.00010333,0.00013473,0.00012313,0.00012912,0.00006304,0.00003589,0.00002940,0.00007072,0.00004104,0.00005622,0.00002229,0.00006760,0.00183462,0.00009841,0.00006106,0.00008254,0.00004069,0.00017264,0.00012445,0.00003046,0.00001703,0.00004704,0.00001034,0.00014628,0.00001691,0.00002444,0.00000863,0.00011043,0.00007793,,
1300227,Bifidobacterium longum subsp. longum GT15,cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium longum; Bifidobacterium longum subsp. longum,['CP006741'],0.00277953,0.00015621,0.00097150,0.00236400,0.00006757,0.00049505,0.00016164,0.00373535,0.00084730,0.00015123,0.00189419,0.00208605,0.00015162,0.00041015,0.00039556,0.00810272,0.00356164,0.00294356,0.00116885,0.00247562,0.00150291,0.00457189,0.00045027,0.00254581,0.00407161,0.00013721,0.00242811,0.01471063,0.00687151,0.00236906,0.00993680,0.00245212,0.00375839,0.00186543,0.00157707,0.00016275,0.01583595,0.00163002,0.00064680,0.00016606,0.00239909,0.00016027,0.00108937,0.00287506,0.00019549,0.00016804,0.00583406,0.00598198,,
295405,Bacteroides fragilis YCH46,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides fragilis,"['AP006841', 'AP006842']",0.02088606,0.02367822,0.02380567,0.01591576,0.01291463,0.02550038,0.01109236,0.01919049,0.01700507,0.03517992,0.03030589,0.02252725,0.01147814,0.02563285,0.02504645,0.03635973,0.01935582,0.01985707,0.02407917,0.01337755,0.02172835,0.01020913,0.02837591,0.01349358,0.01279366,0.01880158,0.02579911,0.01967933,0.02539685,0.02160677,0.02000991,0.01304224,0.01458757,0.02989646,0.01184729,0.01413316,0.01892750,0.01148318,0.01729446,0.02802911,0.03195884,0.02083748,0.01227563,0.02031436,0.02450134,0.03624769,0.00920222,0.02698459,,
295405,Bacteroides fragilis YCH46,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides fragilis,"['AP006841', 'AP006842']",0.00004624,0.00006310,0.00008641,0.00002372,0.00009979,0.00006866,0.00011449,0.00003936,0.00002404,0.00006140,0.00005239,0.00004541,0.00008401,0.00004426,0.00006980,0.00002882,0.00007978,0.00002715,0.00005825,0.00003560,0.00010695,0.00000803,0.00005440,0.00005502,0.00003010,0.00001372,0.00008507,0.00002052,0.00004171,0.00007503,0.00004433,0.00005850,0.00004236,0.00006615,0.00001211,#VALUE!,0.00003975,#VALUE!,0.00001683,0.00006557,0.00004804,0.00001034,0.00000385,0.00004575,0.00006679,0.00008460,0.00004817,0.00005195,,
1447716,Bifidobacterium kashiwanohense PV20-2,cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium kashiwanohense,['CP007456'],0.00137589,0.00006207,0.00040479,0.00290446,0.00003064,0.00016622,0.00006639,0.00012313,0.00015724,0.00005946,0.00033879,0.00010417,0.00003483,0.00029015,0.00014958,0.00148817,0.00286200,0.00005154,0.00010321,0.00019624,0.00088341,0.00047646,0.00011207,0.00138352,0.00298453,0.00003332,0.00183364,0.00016415,0.00102647,0.00008097,0.00329712,0.00104812,0.00164437,0.00170579,0.00019259,0.00012206,0.00026918,0.00029219,0.00010820,0.00005024,0.00201876,0.00003877,0.00028100,0.00088012,0.00008960,0.00004776,0.00297695,0.00068984,,
667015,Bacteroides salanitronis DSM 18170,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides salanitronis,['CP002530'],0.05393527,0.01439479,0.00605476,0.00659693,0.00593793,0.00859649,0.00530421,0.01062774,0.00580290,0.01251274,0.01177495,0.01265789,0.00534055,0.01062355,0.00860920,0.00506553,0.00893070,0.00782878,0.00892086,0.00463169,0.00567690,0.02630177,0.00934547,0.00836528,0.00958454,0.00732697,0.02753743,0.00652918,0.01060741,0.01242250,0.00418485,0.02437336,0.04283465,0.03066286,0.00437464,0.00607715,0.00713032,0.02309758,0.00601114,0.01774025,0.02585152,0.00665631,0.03480212,0.00415496,0.01632499,0.01354447,0.00497058,0.01122794,,
745156,Escherichia coli 1303,cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,"['CP009166', 'CP009167']",0.00031957,0.00033621,0.00077611,0.00068589,0.00015401,0.00259810,0.00017511,0.00027654,0.00042665,0.00058036,0.00044590,0.00032230,0.00022026,0.00035507,0.00247972,0.00074622,0.00039790,0.00018501,0.02233413,0.00035081,0.00146263,0.00079767,0.00030345,0.00111071,0.00082543,0.00021169,0.00074309,0.00082830,0.00026659,0.00021469,0.00032362,0.00040625,0.00052072,0.00033136,0.00028504,0.00030330,0.00053949,0.00068177,0.00026850,0.00063188,0.00095683,0.00027142,0.00198627,0.00037790,0.00040483,0.00017552,0.00064497,0.00026122,,
745156,Escherichia coli 1303,cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,"['CP009166', 'CP009167']",#VALUE!,#VALUE!,#VALUE!,0.00001238,#VALUE!,0.00003252,#VALUE!,#VALUE!,#VALUE!,0.00000388,0.00000931,0.00001425,0.00000410,0.00000197,0.00004654,0.00000214,0.00000511,0.00000046,0.00033748,#VALUE!,#VALUE!,0.00000535,#VALUE!,0.00002751,0.00001389,#VALUE!,0.00000307,0.00001728,0.00000181,0.00000297,#VALUE!,#VALUE!,#VALUE!,0.00000127,#VALUE!,#VALUE!,0.00000114,0.00000947,0.00000240,0.00000170,0.00003803,#VALUE!,0.00005774,#VALUE!,0.00000081,#VALUE!,0.00001997,#VALUE!,,
657319,[Eubacterium] siraeum 70/3,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium; [Eubacterium] siraeum,['FP929044'],0.00185473,0.00073965,0.00987537,0.00496523,0.00019251,0.00335332,0.00064366,0.00062576,0.00073913,0.00073418,0.00052390,0.00031162,0.00048252,0.00320841,0.00330739,0.00063413,0.01081278,0.00029546,0.00079781,0.00826741,0.00574496,0.00063974,0.00254167,0.00616106,0.00157446,0.00047043,0.00243631,0.00091793,0.00090314,0.00039744,0.00058517,0.00193700,0.00289634,0.00151816,0.00271943,0.00093580,0.00231128,0.00038282,0.00155889,0.00038492,0.00185361,0.00059971,0.00064284,0.00028840,0.00075426,0.00027565,0.01288757,0.00070860,,
657314,Blautia obeum A2-162,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia obeum,['FP929054'],0.01219604,0.01122204,0.01556581,0.02426403,0.00324516,0.01789037,0.00818674,0.02139780,0.00873639,0.00733858,0.00645678,0.00888821,0.00856148,0.00606470,0.01761063,0.01878891,0.01704617,0.00624011,0.01382736,0.03317208,0.01395404,0.02225184,0.01129072,0.02533657,0.02489155,0.00635866,0.00986620,0.00650326,0.00937420,0.01041448,0.01610213,0.02794998,0.02224512,0.01172746,0.01735327,0.02101666,0.02141141,0.00741963,0.01144682,0.01035529,0.01488697,0.00934727,0.01714893,0.00759588,0.01223275,0.00972790,0.04240444,0.00563129,,
657315,Roseburia intestinalis M50/1,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia intestinalis,['FP929049'],0.00361596,0.00660619,0.01173897,0.01282667,0.00264956,0.00467947,0.00248325,0.01199229,0.00555151,0.00183416,0.00238084,0.00378481,0.00233886,0.00362544,0.00458382,0.00275535,0.00586617,0.00163976,0.00264542,0.01207939,0.01163022,0.00487437,0.01486663,0.00693363,0.00871164,0.00282259,0.00841282,0.00165443,0.00237211,0.00644451,0.00330377,0.01233374,0.01260561,0.00562872,0.00619933,0.00555192,0.00793217,0.00253634,0.00257597,0.00609991,0.00601324,0.00306836,0.00453070,0.00169261,0.00582314,0.00112564,0.00742122,0.00142586,,
657316,Megamonas hypermegale ART12/1,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Negativicutes; Selenomonadales; Selenomonadaceae; Megamonas; Megamonas hypermegale,['FP929048'],0.00022298,0.00012828,0.00031060,0.00038987,0.00014615,0.00028908,0.00019916,0.00026645,0.00016125,0.00011698,0.00015717,0.00010150,0.00018748,0.00017606,0.00031578,0.00031386,0.00024242,0.00895126,0.00012094,0.00038033,0.00026391,0.00090474,0.00026479,0.00030261,0.00030100,0.00011565,0.00028494,0.00219439,0.00023395,0.00017012,0.00032029,0.00045662,0.00036126,0.00030719,0.00018709,0.00023303,0.00157758,0.00134054,0.00014827,0.00009367,0.00029025,0.00015251,0.00138192,0.00027746,0.00009774,0.00011394,0.00040178,0.00018761,,
657317,[Eubacterium] rectale M104/1,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified Lachnospiraceae; [Eubacterium] rectale,['FP929043'],0.02620468,0.02490822,0.01065148,0.01935347,0.00666633,0.01690389,0.01390273,0.01965174,0.01298691,0.00461190,0.00693528,0.00618961,0.01184900,0.00664599,0.01688600,0.02373701,0.00893377,0.03778351,0.01173914,0.06353511,0.01434296,0.02509188,0.03262951,0.01039528,0.01503148,0.00647431,0.01151433,0.00555401,0.01334949,0.00957948,0.02371266,0.05339584,0.03687878,0.01072383,0.03622639,0.01509855,0.01338611,0.02315574,0.00712120,0.01636834,0.01003874,0.00887680,0.01885035,0.01382335,0.02071129,0.00626984,0.01221206,0.00759257,,
657313,Ruminococcus torques L2-14,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; [Ruminococcus] torques,['FP929055'],0.00914523,0.00798722,0.01730175,0.01811371,0.00250734,0.01902862,0.00627403,0.00966085,0.00571777,0.00520777,0.00527859,0.00434483,0.00609661,0.00506244,0.01885714,0.01457955,0.01373206,0.00736396,0.00770199,0.03787151,0.01293033,0.02227861,0.01415092,0.01731515,0.01905562,0.00433581,0.00855324,0.01916421,0.00756066,0.00588364,0.01304107,0.02218936,0.01691087,0.01050758,0.01436091,0.01277940,0.03009433,0.02217909,0.01155181,0.00729980,0.01208252,0.00682175,0.05030737,0.00626029,0.00859257,0.00502508,0.02686417,0.00511752,,
796606,Bacillus methanolicus MGA3,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus methanolicus,['CP007739'],0.00215992,0.00157241,0.00154911,0.00264352,0.00060503,0.00157909,0.00084090,0.00185910,0.00173466,0.00112454,0.00142384,0.00145659,0.00091587,0.00148027,0.00174843,0.00201874,0.00211019,0.00145061,0.00132588,0.00217865,0.00148902,0.00553285,0.00168440,0.00276932,0.00319986,0.00100359,0.00162353,0.00099352,0.00176639,0.00153034,0.00216335,0.00307937,0.00295613,0.00146601,0.00220658,0.00169036,0.00154691,0.00682309,0.00155568,0.00173383,0.00138821,0.00150446,0.00487330,0.00179405,0.00164211,0.00116477,0.00303216,0.00158317,,
28131,Prevotella intermedia,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella,"['AP014597', 'AP014598']",0.00073265,0.00096620,0.00017826,0.00021350,0.00024594,0.00060345,0.00028190,0.00066814,0.00024738,0.00046468,0.00056814,0.00077548,0.00021309,0.00034523,0.00061827,0.00026582,0.00033243,0.00016384,0.00038687,0.00048887,0.00016668,0.01101484,0.00092806,0.00290343,0.00372430,0.00027246,0.00035566,0.00017279,0.00052411,0.00075180,0.00027596,0.00088075,0.00107507,0.00034854,0.00016508,0.00017754,0.00022829,0.01443751,0.00027491,0.00081497,0.00031427,0.00017061,0.00826459,0.00033514,0.00079662,0.00052253,0.00079182,0.00055129,,
28131,Prevotella intermedia,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella,"['AP014597', 'AP014598']",0.00017982,0.00010448,0.00011910,0.00008458,0.00010922,0.00016622,0.00012892,0.00010093,0.00003706,0.00011827,0.00024682,0.00011485,0.00011679,0.00011213,0.00018947,0.00007366,0.00011252,0.00008698,0.00008675,0.00018148,0.00017363,0.00255362,0.00042012,0.00111873,0.00142165,0.00006076,0.00013119,0.00007559,0.00022851,0.00010326,0.00010196,0.00025837,0.00026908,0.00012466,0.00002421,0.00006658,0.00011585,0.00345618,0.00004007,0.00011496,0.00010809,0.00008530,0.00209790,0.00010442,0.00011241,0.00010416,0.00031132,0.00021215,,
536056,Escherichia coli DH1,cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,['CP001637'],0.00004624,0.00002483,0.00015647,0.00009798,0.00002122,0.00031076,0.00005580,0.00003532,0.00008213,0.00007562,0.00010129,0.00008814,0.00004303,0.00004426,0.00023268,0.00010248,0.00009513,0.00002715,0.00624505,0.00004776,0.00063061,0.00017399,0.00003670,0.00028771,0.00024080,0.00003136,0.00026956,0.00023218,0.00005259,0.00004383,0.00003214,0.00005200,0.00006976,0.00006742,0.00002531,0.00006658,0.00022034,0.00016097,0.00002404,0.00009197,0.00038634,0.00003619,0.00088150,0.00002785,0.00006435,0.00001726,0.00017505,0.00003031,,
1042156,Clostridium sp. SY8519,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium,['AP012212'],0.00108099,0.00067552,0.00174683,0.00197000,0.00038188,0.00104430,0.00071775,0.00086798,0.00075916,0.00043366,0.00070319,0.00043537,0.00067308,0.00072588,0.00110357,0.00077397,0.00144839,0.00046620,0.00061038,0.00169151,0.00167237,0.00168100,0.00082581,0.00197039,0.00178864,0.00062332,0.00148106,0.00063931,0.00093760,0.00060025,0.00084451,0.00219212,0.00185988,0.00121415,0.00152865,0.00120951,0.00247824,0.00093743,0.00087202,0.00074173,0.00143125,0.00059971,0.00165523,0.00045249,0.00074938,0.00038557,0.00264683,0.00072448,,
820,Bacteroides uniformis,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,['KF110997'],0.00009248,0.00008897,0.00004982,0.00005054,0.00000471,0.00006504,0.00000673,0.00003734,0.00004507,0.00011116,0.00021887,0.00006767,0.00000512,0.00007672,0.00009307,0.00003309,0.00005114,0.00002623,0.00006902,0.00002084,0.00004862,#VALUE!,0.00005440,0.00000229,0.00000232,0.00007448,0.00010250,0.00003780,0.00026659,0.00006835,0.00004322,0.00010075,0.00007599,0.00008904,0.00004842,0.00005178,0.00015106,#VALUE!,0.00005210,0.00013540,0.00005705,0.00003102,#VALUE!,0.00006763,0.00013440,0.00008172,0.00002702,0.00028864,,
663278,Ethanoligenens harbinense YUAN-3,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ethanoligenens; Ethanoligenens harbinense,['CP002400'],0.00131219,0.00039827,0.00167366,0.00173484,0.00026873,0.00127917,0.00080049,0.00052180,0.00081425,0.00069540,0.00099425,0.00035702,0.00059624,0.00100619,0.00130301,0.00067042,0.00207541,0.00034240,0.00110236,0.00167154,0.00092092,0.00067722,0.00082975,0.00317624,0.00214405,0.00039203,0.00202838,0.00064363,0.00133114,0.00030681,0.00059293,0.00148525,0.00243043,0.00116518,0.00145271,0.00100978,0.00177293,0.00056814,0.00113330,0.00035937,0.00174552,0.00057645,0.00094309,0.00037890,0.00049198,0.00043103,0.00514328,0.00114156,,
264731,Prevotella ruminicola 23,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella ruminicola,['CP002006'],0.00342278,0.00168413,0.00078779,0.00130061,0.00100576,0.00200187,0.00098426,0.00166330,0.00168959,0.00183351,0.00188837,0.00206469,0.00089129,0.00203796,0.00186810,0.00107716,0.00166728,0.00116896,0.00137463,0.00138933,0.00061394,0.10487785,0.00333603,0.02608736,0.03607602,0.00168767,0.00190539,0.00093737,0.00185525,0.00181115,0.00106505,0.00456300,0.00551363,0.00192585,0.00129533,0.00146843,0.00086999,0.12686015,0.00157732,0.00196802,0.00167746,0.00169833,0.06742935,0.00161902,0.00175859,0.00186225,0.00717333,0.00191077,,
1028307,Klebsiella aerogenes KCTC 2190,cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella; Klebsiella aerogenes,['CP002824'],0.00007501,0.00007241,0.00017048,0.00020422,0.00004557,0.00019513,0.00005388,0.00004744,0.00002904,0.00003878,0.00008965,0.00005075,0.00009425,0.00009344,0.00026925,0.00008434,0.00013604,0.00003314,0.00008231,0.00007294,0.00010695,0.00120722,0.00006554,0.00024415,0.00016208,0.00003528,0.00015887,0.00005184,0.00009612,0.00003566,0.00008866,0.00008450,0.00011336,0.00006360,0.00007814,0.00010727,0.00007496,0.00016503,0.00005210,0.00012944,0.00011010,0.00005687,0.00022326,0.00006763,0.00007575,0.00003223,0.00021851,0.00007360,,
364106,Escherichia coli UTI89,cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,['CP000243'],0.00021990,0.00022862,0.00046318,0.00046723,0.00016344,0.00151044,0.00035310,0.00021195,0.00019530,0.00041944,0.00067758,0.00171568,0.00041798,0.00026360,0.00150578,0.00055192,0.00029254,0.00053616,0.00175391,0.00023619,0.00043198,0.00082712,0.00023267,0.00305589,0.00184189,0.00016269,0.00139291,0.00178510,0.00021763,0.00058911,0.00038900,0.00040950,0.00039490,0.00027412,0.00026963,0.00028111,0.00365829,0.00130402,0.00028212,0.00064295,0.00274839,0.00023265,0.00790275,0.00029039,0.00030952,0.00014905,0.00269264,0.00023091,,
245014,butyrate-producing bacterium SS3/4,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; unclassified Clostridiales; unclassified Clostridiales (miscellaneous),['FP929062'],0.00638419,0.00649033,0.00994932,0.01347234,0.00402777,0.00750160,0.00429493,0.01108495,0.01050811,0.00411167,0.00680372,0.00521380,0.00454659,0.00549718,0.00788456,0.00639463,0.00891433,0.00595109,0.00407767,0.01092972,0.01156771,0.00802758,0.00872939,0.01235880,0.01135002,0.00387322,0.00800591,0.00609181,0.00606449,0.00513481,0.00689680,0.01420249,0.01434715,0.00728745,0.01036596,0.00845179,0.01227647,0.00547578,0.00701220,0.00806963,0.00900584,0.00545171,0.01371529,0.00931336,0.00619620,0.00570645,0.01543923,0.00453159,,
349741,Akkermansia muciniphila ATCC BAA-835,cellular organisms; Bacteria; PVC group; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; Akkermansia; Akkermansia muciniphila,['CP001071'],0.00055488,0.00012931,0.00140510,0.00089939,0.00971190,0.00032521,0.01384501,0.00010295,0.00016926,0.03288690,0.00662909,0.00011396,0.01665888,0.00143798,0.00033240,0.00015052,0.00091649,0.00007732,0.04654689,0.00118528,0.00041670,0.00045237,0.00074323,0.04012884,0.01431834,0.01423839,0.00028699,0.00010799,0.01258598,0.00013520,0.00010861,0.00043062,0.00054563,0.00023087,0.00020580,0.04262512,0.00021012,0.00050456,0.00216241,0.00020183,0.00025923,0.01230189,0.00047347,0.00012232,0.00018409,0.00257987,0.05524384,0.01087148,,
420247,Methanobrevibacter smithii ATCC 35061,cellular organisms; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter smithii,['CP000678'],0.00060317,0.00001655,0.00127587,0.00004229,0.00000629,0.00172363,0.00001732,0.00002624,0.00001002,0.00000905,0.00000815,0.00002137,0.00001127,0.00004524,0.00163542,0.00002455,0.00003069,0.00000920,0.00001266,0.00098469,0.00017779,0.00004818,0.00064427,0.00002980,0.00003126,0.00000980,0.00004100,0.00000648,0.00003627,0.00001411,0.00002992,0.00018362,0.00037372,0.00003116,0.00002751,0.00002219,0.00002726,0.00006764,0.00001763,0.00000937,0.00002102,0.00002068,0.00004619,0.00002983,0.00000896,0.00000518,0.00002937,0.00002309,,
1183380,Campylobacter coli RM5611,cellular organisms; Bacteria; Proteobacteria; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; Campylobacter coli,['CP007180'],0.00010789,0.00010448,0.00008641,0.00016090,0.00001650,0.00044446,0.00003271,0.00010698,0.00001402,0.00006075,0.00003958,0.00006678,0.00003483,0.00001869,0.00041883,0.00004484,0.00015343,0.00006121,0.00009498,0.00063823,0.00010418,0.00027571,0.00033885,0.00006190,0.00004515,0.00006076,0.00008712,0.00003672,0.00001814,0.00007355,0.00001995,0.00019012,0.00008845,0.00008332,0.00003852,0.00008137,0.00012721,0.00017991,0.00002164,0.00006813,0.00012911,0.00002843,0.00021556,0.00001193,0.00011566,0.00005697,0.00012805,0.00002598,,
565040,Bifidobacterium longum subsp. infantis 157F,cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium longum; Bifidobacterium longum subsp. infantis,['AP010890'],0.00119607,0.00004655,0.00042815,0.00099635,0.00002907,0.00019151,0.00004522,0.00206398,0.00046872,0.00004912,0.00078119,0.00101053,0.00005122,0.00017311,0.00017617,0.00362007,0.00150976,0.00189058,0.00069017,0.00155171,0.00072507,0.00148560,0.00021563,0.00054905,0.00078144,0.00004312,0.00100753,0.00967174,0.00297058,0.00122130,0.00420036,0.00124800,0.00146125,0.00079947,0.00085732,0.00006658,0.01003901,0.00052350,0.00028292,0.00005450,0.00100488,0.00002326,0.00043113,0.00112675,0.00006190,0.00005640,0.00129816,0.00266122,,
565042,Bifidobacterium longum subsp. longum JCM 1217,cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium longum; Bifidobacterium longum subsp. longum,['AP010888'],0.00100084,0.00004552,0.00039234,0.00089630,0.00002043,0.00021320,0.00003079,0.00190452,0.00044368,0.00004912,0.00070435,0.00096601,0.00004303,0.00014262,0.00013628,0.00322614,0.00143714,0.00177460,0.00060659,0.00151177,0.00072784,0.00120186,0.00020055,0.00049403,0.00073745,0.00003920,0.00107518,0.00912314,0.00263326,0.00118416,0.00373045,0.00099937,0.00119840,0.00081283,0.00081000,0.00003329,0.00965285,0.00048427,0.00027892,0.00005365,0.00105892,0.00001809,0.00037339,0.00098454,0.00005050,0.00005870,0.00115130,0.00239712,,
